stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding,level_id,platform_code
"26319","Yarraville Rail Replacement Bus Stop","-37.81618213","144.88933356","https://transport.vic.gov.au/stop/1216/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:YVE","1","Level 0","Replacement bus"
"26321","Union Rail Replacement Bus Stop","-37.82593725","145.09684275","https://transport.vic.gov.au/stop/1229/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:UNN","1","Level 0","Replacement bus"
"26323","Arden Railway Station Rail Replacement Bus Stop","-37.80128591","144.94177460","https://transport.vic.gov.au/stop/1232/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ARN","1","Level 0","Replacement bus"
"26324","Parkville Railway Station Rail Replacement Bus Stop","-37.79994612","144.95955183","https://transport.vic.gov.au/stop/1233/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PKV","1","Level 0","Replacement bus"
"26500","Broadmeadows Station","-37.68265393","144.92019123","https://transport.vic.gov.au/stop/1028/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BMS","1","Level 0","3"
"26501","Cardinia Road Station","-38.07136724","145.43814277","https://transport.vic.gov.au/stop/1223/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CDA","1","Level 1","1"
"26502","Cardinia Road Station","-38.07129547","145.43816710","https://transport.vic.gov.au/stop/1223/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CDA","1","Level 1","2"
"26503","Coolaroo Station","-37.66103916","144.92608856","https://transport.vic.gov.au/stop/1221/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CLO","1","Level 0","1"
"26504","Coolaroo Station","-37.66093868","144.92601200","https://transport.vic.gov.au/stop/1221/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CLO","1","Level 0","2"
"26505","Diggers Rest Station","-37.62721575","144.71997300","https://transport.vic.gov.au/stop/1055/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DRT","1","Level 0","1"
"26506","East Pakenham Station","-38.08441991","145.50702944","https://transport.vic.gov.au/stop/1230/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EPH","1","Level 0","1"
"26507","East Pakenham Station","-38.08433911","145.50705389","https://transport.vic.gov.au/stop/1230/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EPH","1","Level 0","2"
"26508","Footscray Station","-37.80171835","144.90244301","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","5"
"26509","Footscray Station","-37.80188848","144.90238141","https://transport.vic.gov.au/stop/1072/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FSY","1","Level 0","6"
"26510","Frankston Station","-38.14263048","145.12621712","https://transport.vic.gov.au/stop/1073/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:FKN","1","Level 1","3"
"26511","Hawkstowe Station","-37.62289600","145.09743269","https://transport.vic.gov.au/stop/1227/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HWS","1","Level 1","1"
"26512","Hawkstowe Station","-37.62291238","145.09733029","https://transport.vic.gov.au/stop/1227/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HWS","1","Level 1","2"
"26513","Laverton Station","-37.86391788","144.77206432","https://transport.vic.gov.au/stop/1113/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LAV","1","Level 0","3"
"26514","Lynbrook Station","-38.05744197","145.24938669","https://transport.vic.gov.au/stop/1222/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LBK","1","Level 1","1"
"26515","Lynbrook Station","-38.05758916","145.24958833","https://transport.vic.gov.au/stop/1222/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LBK","1","Level 1","2"
"26516","Merinda Park Station","-38.07896410","145.26348943","https://transport.vic.gov.au/stop/1123/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MPK","1","Level 1","2"
"26517","Mernda Station","-37.60231521","145.10098153","https://transport.vic.gov.au/stop/1228/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MDD","1","Level 1","1"
"26518","Mernda Station","-37.60230474","145.10089118","https://transport.vic.gov.au/stop/1228/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MDD","1","Level 1","2"
"26519","Middle Gorge Station","-37.64382284","145.09244475","https://transport.vic.gov.au/stop/1226/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MMR","1","Level 0","1"
"26520","Middle Gorge Station","-37.64379416","145.09234348","https://transport.vic.gov.au/stop/1226/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MMR","1","Level 1","2"
"26521","Montmorency Station","-37.71518163","145.12111023","https://transport.vic.gov.au/stop/1130/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:MMY","1","Level 0","2"
"26522","South Morang Station","-37.64907911","145.06766922","https://transport.vic.gov.au/stop/1224/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SMG","1","Level -1","1"
"26523","South Morang Station","-37.64901587","145.06765952","https://transport.vic.gov.au/stop/1224/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SMG","1","Level -1","2"
"26524","Southern Cross Station","-37.81672149","144.95202416","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","1"
"26525","Southern Cross Station","-37.81829376","144.95123094","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","15"
"26526","Southern Cross Station","-37.81804582","144.95096515","https://transport.vic.gov.au/stop/1181/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SSS","1","Level 0","16"
"26527","Southland Station","-37.95879042","145.04904026","https://transport.vic.gov.au/stop/1001/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SOU","1","Level 1","1"
"26528","Southland Station","-37.95875571","145.04912085","https://transport.vic.gov.au/stop/1001/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SOU","1","Level 1","2"
"26529","Sunbury Station","-37.57922070","144.72797158","https://transport.vic.gov.au/stop/1187/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUY","1","Level 0","1"
"26530","Sunshine Station","-37.78832897","144.83287291","https://transport.vic.gov.au/stop/1218/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUN","1","Level 0","1"
"26531","Sunshine Station","-37.78837275","144.83280350","https://transport.vic.gov.au/stop/1218/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUN","1","Level 0","2"
"26532","Sunshine Station","-37.78841569","144.83268869","https://transport.vic.gov.au/stop/1218/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUN","1","Level 0","3"
"26533","Sunshine Station","-37.78835810","144.83249733","https://transport.vic.gov.au/stop/1218/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SUN","1","Level 0","4"
"26534","Thomastown Station","-37.68031068","145.01425692","https://transport.vic.gov.au/stop/1192/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TSN","1","Level 0","2"
"26535","Union Station","-37.82234572","145.10157028","https://transport.vic.gov.au/stop/1229/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:UNN","1","Level -1","1"
"26536","Union Station","-37.82229958","145.10150330","https://transport.vic.gov.au/stop/1229/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:UNN","1","Level -1","2"
"26537","Union Station","-37.82227109","145.10141314","https://transport.vic.gov.au/stop/1229/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:UNN","1","Level -1","3"
"26538","West Footscray Station","-37.80175296","144.88322526","https://transport.vic.gov.au/stop/1206/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WFY","1","Level 0","3"
"26539","Westall Station","-37.93785020","145.13818883","https://transport.vic.gov.au/stop/1208/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WTL","1","Level 1","3"
"26540","Williams Landing Station","-37.87023584","144.74655812","https://transport.vic.gov.au/stop/1225/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WLD","1","Level 0","1"
"26541","Williams Landing Station","-37.87028174","144.74660219","https://transport.vic.gov.au/stop/1225/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:WLD","1","Level 0","2"
"26548","Arden Station","-37.80151139","144.93972400","https://transport.vic.gov.au/stop/1232/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ARN","1","Level -2","1"
"26549","Arden Station","-37.80137568","144.93969369","https://transport.vic.gov.au/stop/1232/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:ARN","1","Level -2","2"
"26550","Parkville Station","-37.79990399","144.95920091","https://transport.vic.gov.au/stop/1233/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PKV","1","Level -2","1"
"26551","Parkville Station","-37.79981411","144.95921474","https://transport.vic.gov.au/stop/1233/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:PKV","1","Level -2","2"
"26552","State Library Station","-37.80823559","144.96311741","https://transport.vic.gov.au/stop/1234/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:STL","1","Level -3","1"
"26553","State Library Station","-37.80813907","144.96326772","https://transport.vic.gov.au/stop/1234/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:STL","1","Level -3","2"
"26554","Town Hall Station","-37.81608419","144.96672993","https://transport.vic.gov.au/stop/1235/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:THL","1","Level -4","1"
"26555","Town Hall Station","-37.81604190","144.96689012","https://transport.vic.gov.au/stop/1235/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:THL","1","Level -4","2"
"26556","Anzac Station","-37.83313872","144.97272697","https://transport.vic.gov.au/stop/1236/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:AZC","1","Level -2","1"
"26557","Anzac Station","-37.83305060","144.97284300","https://transport.vic.gov.au/stop/1236/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:AZC","1","Level -2","2"
"27882","1","-38.03884125","145.34451932","https://transport.vic.gov.au/stop/1021/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BEW","2","Level 0",""
"27883","2","-38.03861333","145.34305454","https://transport.vic.gov.au/stop/1021/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BEW","2","Level 0",""
"3236","Bittern Station","-38.33711179","145.17807927","https://transport.vic.gov.au/stop/1022/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BIT","1","Level 0","1"
"3580","Hastings Station","-38.30560413","145.18595837","https://transport.vic.gov.au/stop/1088/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HST","1","Level 0","1"
"40218","Roxburgh Park Station","-37.63828604","144.93544749","https://transport.vic.gov.au/stop/1219/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RXP","1","Level 0","1"
"40219","Roxburgh Park Station","-37.63827525","144.93534580","https://transport.vic.gov.au/stop/1219/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:RXP","1","Level 0","2"
"4318","Tyabb Station","-38.25974029","145.18623113","https://transport.vic.gov.au/stop/1197/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:TAB","1","Level 0","1"
"49848","East Pakenham Station","-38.08428099","145.50673581","https://transport.vic.gov.au/stop/1230/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EPH","1","Level 0",""
"5082","Somerville Station","-38.22543293","145.17629976","https://transport.vic.gov.au/stop/1178/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:SVE","1","Level 0","1"
"5701","Baxter Station","-38.19399838","145.16055005","https://transport.vic.gov.au/stop/1015/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:BXR","1","Level 0","1"
"5804","Gardiner Station","-37.85294033","145.05133398","https://transport.vic.gov.au/stop/1075/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GAR","1","Level -1","2"
"5966","Glen Iris Station","-37.85927989","145.05813471","https://transport.vic.gov.au/stop/1077/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GIR","1","Level 0","1"
"615","Crib Point Station","-38.36593352","145.20400223","https://transport.vic.gov.au/stop/1046/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:CPT","1","Level 0","1"
"7878","Leawarra Station","-38.15203472","145.13957959","https://transport.vic.gov.au/stop/1114/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:LWA","1","Level 0","1"
"8266","Glen Iris Station","-37.85923654","145.05823815","https://transport.vic.gov.au/stop/1077/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:GIR","1","Level 0","2"
"8272","Darling Station","-37.86889192","145.06283885","https://transport.vic.gov.au/stop/1051/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DLG","1","Level 0","1"
"8691","Darling Station","-37.86892119","145.06297450","https://transport.vic.gov.au/stop/1051/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:DLG","1","Level 0","2"
"8705","East Malvern Station","-37.87695592","145.06932411","https://transport.vic.gov.au/stop/1058/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EMV","1","Level 0","1"
"8718","East Malvern Station","-37.87680956","145.06919150","https://transport.vic.gov.au/stop/1058/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:EMV","1","Level 0","2"
"8763","Holmesglen Station","-37.87450571","145.09037513","https://transport.vic.gov.au/stop/1096/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HOL","1","Level 0","1"
"8766","Holmesglen Station","-37.87443309","145.09034290","https://transport.vic.gov.au/stop/1096/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:HOL","1","Level 0","2"
"88","Stony Point Station","-38.37405575","145.22133817","https://transport.vic.gov.au/stop/1185/?utm_source=open_data_click_stop&utm_medium=open_data_stop_click&utm_campaign=open_data_click","","vic:rail:STY","1","Level 0","1"
"vic:rail:ACF","Aircraft Railway Station","-37.86660595","144.76080944","","1","","1","",""
"vic:rail:ACF_BR1","Bike & Ride","-37.86661459","144.76126386","","3","vic:rail:ACF","","Level 0",""
"vic:rail:ACF_DP1","Decision point 1","-37.86620074","144.76129912","","3","vic:rail:ACF","","Level -1",""
"vic:rail:ACF_DP2","Decision point 2","-37.86642762","144.76138319","","3","vic:rail:ACF","","Level -1",""
"vic:rail:ACF_DP3","Decision point 3","-37.86656358","144.76142455","","3","vic:rail:ACF","","Level -1",""
"vic:rail:ACF_EN1","Sir Richard Williams","-37.86606075","144.76151933","","2","vic:rail:ACF","1","Level 0",""
"vic:rail:ACF_EN2","Sir Richard Williams","-37.86602710","144.76164539","","2","vic:rail:ACF","1","Level 0",""
"vic:rail:ACF_EN3","Triholm Ave","-37.86672742","144.76151052","","2","vic:rail:ACF","1","Level 0",""
"vic:rail:ACF_PR1","Park & Ride","-37.86691879","144.76067493","","3","vic:rail:ACF","","Level 0",""
"vic:rail:ALB","Albion Railway Station","-37.77765281","144.82470361","","1","","1","",""
"vic:rail:ALB_DP1","Decision point 1","-37.77680344","144.82409271","","3","vic:rail:ALB","","Level -1",""
"vic:rail:ALB_EN1","St Albans Rd","-37.77678250","144.82442258","","2","vic:rail:ALB","1","Level 0",""
"vic:rail:ALB_EN2","Sydney St","-37.77677034","144.82376443","","2","vic:rail:ALB","1","Level 0",""
"vic:rail:ALB_PR1","Park & Ride 1","-37.77844729","144.82575892","","3","vic:rail:ALB","","Level 0",""
"vic:rail:ALB_PR2","Park & Ride 2","-37.77717041","144.82395706","","3","vic:rail:ALB","","Level 0",""
"vic:rail:ALM","Alamein Railway Station","-37.86832039","145.07965567","","1","","1","",""
"vic:rail:ALM_EN1","Ashburn Gr","-37.86811617","145.07984286","","2","vic:rail:ALM","1","Level 0",""
"vic:rail:ALP","Alphington Railway Station","-37.77839363","145.03125493","","1","","1","",""
"vic:rail:ALP_DP1","Decision point 1","-37.77846228","145.03104874","","3","vic:rail:ALP","","Level 1",""
"vic:rail:ALP_EN1","Rowe St","-37.77853814","145.03127381","","2","vic:rail:ALP","1","Level 0",""
"vic:rail:ALP_EN2","Rowe St","-37.77859854","145.03111325","","2","vic:rail:ALP","1","Level 0",""
"vic:rail:ALP_EN3","Wingrove St","-37.77834518","145.03105184","","2","vic:rail:ALP","1","Level 0",""
"vic:rail:ALP_PR1","Park & Ride 1","-37.77855132","145.03152325","","3","vic:rail:ALP","","Level 0",""
"vic:rail:ALP_PR2","Park & Ride 2","-37.77798031","145.03186766","","3","vic:rail:ALP","","Level 0",""
"vic:rail:ALT","Altona Railway Station","-37.86714760","144.82964474","","1","","1","",""
"vic:rail:ALT_EN1","Pier St","-37.86730699","144.83046988","","2","vic:rail:ALT","1","Level 0",""
"vic:rail:ALT_EN2","Railway Street South","-37.86732187","144.83029894","","2","vic:rail:ALT","1","Level 0",""
"vic:rail:ALT_EN3","Railway Street South","-37.86730050","144.83011768","","2","vic:rail:ALT","1","Level 0",""
"vic:rail:ALT_EN4","Railway Street South","-37.86720268","144.82921116","","2","vic:rail:ALT","1","Level 0",""
"vic:rail:ALT_TX1","Taxi Zone","-37.86731977","144.83018532","","3","vic:rail:ALT","","Level 0",""
"vic:rail:ARM","Armadale Railway Station","-37.85645238","145.01932554","","1","","1","",""
"vic:rail:ARM_DP1","Decision point 1","-37.85649474","145.01916528","","3","vic:rail:ARM","","Level 1",""
"vic:rail:ARM_DP2","Decision point 2","-37.85626666","145.01953510","","3","vic:rail:ARM","","Level 1",""
"vic:rail:ARM_DP3","Decision point 3","-37.85638051","145.01933883","","3","vic:rail:ARM","","Level 1",""
"vic:rail:ARM_EN1","Cheel St","-37.85651200","145.01911935","","2","vic:rail:ARM","1","Level 0",""
"vic:rail:ARM_EN2","Morey St","-37.85607463","145.01936975","","2","vic:rail:ARM","1","Level 0",""
"vic:rail:ARM_EN3","Morey St","-37.85627624","145.01956894","","2","vic:rail:ARM","1","Level 0",""
"vic:rail:ARM_EN4","Morey St","-37.85644087","145.01971229","","2","vic:rail:ARM","1","Level 0",""
"vic:rail:ARN","Arden Railway Station","-37.80122194","144.94120851","","1","","1","",""
"vic:rail:ARN_DP1","Decision point 1","-37.80110564","144.94125716","","3","vic:rail:ARN","","Level 0",""
"vic:rail:ARN_DP2","Decision point 2","-37.80123281","144.94079934","","3","vic:rail:ARN","","Level -1",""
"vic:rail:ARN_DP3","Decision point 3","-37.80139965","144.94003375","","3","vic:rail:ARN","","Level -1",""
"vic:rail:ARN_EN1","Laurens St","-37.80107199","144.94139439","","2","vic:rail:ARN","1","Level 0",""
"vic:rail:ARN_LI1","Lift 1","-37.80104080","144.94115675","","3","vic:rail:ARN","","Level 0",""
"vic:rail:ARN_LI2","Lift 2","-37.80137601","144.94022749","","3","vic:rail:ARN","","Level -1",""
"vic:rail:ASH","Ashburton Railway Station","-37.86196753","145.08134376","","1","","1","",""
"vic:rail:ASH_EN1","Welfare Pde","-37.86188905","145.08150493","","2","vic:rail:ASH","1","Level 0",""
"vic:rail:ASH_EN2","Welfare Pde","-37.86216627","145.08137271","","2","vic:rail:ASH","1","Level 0",""
"vic:rail:ASH_PR1","Park & Ride 1","-37.86109493","145.08199157","","3","vic:rail:ASH","","Level 0",""
"vic:rail:ASH_PR2","Park & Ride 2","-37.86265159","145.08129192","","3","vic:rail:ASH","","Level 0",""
"vic:rail:ASH_PR3","Park & Ride 3","-37.86241861","145.08082054","","3","vic:rail:ASH","","Level 0",""
"vic:rail:ASP","Aspendale Railway Station","-38.02722019","145.10214962","","1","","1","",""
"vic:rail:ASP_EN1","Nepean Hwy","-38.02757150","145.10214055","","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_EN2","Station St","-38.02737627","145.10232787","","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_EN3","Station St","-38.02704868","145.10213126","","2","vic:rail:ASP","1","Level 0",""
"vic:rail:ASP_PR1","Park & Ride","-38.02676741","145.10201320","","3","vic:rail:ASP","","Level 0",""
"vic:rail:ASV","Ascot Vale Railway Station","-37.77530609","144.92182074","","1","","1","",""
"vic:rail:ASV_DP1","Decision point 1","-37.77525464","144.92196978","","3","vic:rail:ASV","","Level 1",""
"vic:rail:ASV_DP2","Decision point 2","-37.77546081","144.92190723","","3","vic:rail:ASV","","Level -1",""
"vic:rail:ASV_DP3","Decision point 3","-37.77526765","144.92168558","","3","vic:rail:ASV","","Level 1",""
"vic:rail:ASV_EN1","Station Ave","-37.77516357","144.92191556","","2","vic:rail:ASV","1","Level 0",""
"vic:rail:ASV_EN2","Station Ave","-37.77539196","144.92209082","","2","vic:rail:ASV","1","Level 0",""
"vic:rail:ASV_EN3","The Crescent","-37.77503987","144.92154436","","2","vic:rail:ASV","1","Level 0",""
"vic:rail:ASV_EN4","The Crescent","-37.77549484","144.92179275","","2","vic:rail:ASV","1","Level 0",""
"vic:rail:ASV_PR1","Park & Ride 1","-37.77486252","144.92170827","","3","vic:rail:ASV","","Level 0",""
"vic:rail:ASY","Anstey Railway Station","-37.76124203","144.96068404","","1","","1","",""
"vic:rail:ASY_DP1","Decision pont","-37.76072391","144.96094800","","3","vic:rail:ASY","","Level 1",""
"vic:rail:ASY_EN1","Albion St","-37.76062503","144.96096207","","2","vic:rail:ASY","1","Level 0",""
"vic:rail:ASY_EN2","Albion St","-37.76081399","144.96094553","","2","vic:rail:ASY","1","Level 0",""
"vic:rail:ASY_EN3","Platform 2","-37.76108694","144.96057479","","2","vic:rail:ASY","1","Level 0",""
"vic:rail:AUB","Auburn Railway Station","-37.82239831","145.04584366","","1","","1","",""
"vic:rail:AUB_DP1","Decision point 1","-37.82250716","145.04588623","","3","vic:rail:AUB","","Level 0",""
"vic:rail:AUB_DP2","Decision point 2","-37.82234520","145.04590186","","3","vic:rail:AUB","","Level 0",""
"vic:rail:AUB_EN1","Lilydale Grove","-37.82266892","145.04585924","","2","vic:rail:AUB","1","Level 0",""
"vic:rail:AUB_EN2","Victoria Rd","-37.82226432","145.04591536","","2","vic:rail:AUB","1","Level 0",""
"vic:rail:AZC","Anzac Railway Station","-37.83331103","144.97279042","","1","","1","",""
"vic:rail:AZC_CN1","Outer Concourse A","-37.83320862","144.97260007","","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_CN2","Outer Concourse B","-37.83298441","144.97266302","","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_CN3","Inner Concourse A","-37.83314968","144.97284029","","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_DP1","Decision point 1","-37.83280524","144.97272473","","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_DP2","Decision point 2","-37.83360319","144.97248700","","3","vic:rail:AZC","","Level -1",""
"vic:rail:AZC_EN1","St Kilda Rd North","-37.83309584","144.97233046","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN2","St Kilda Rd South","-37.83341031","144.97279907","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN3","Albert Rd","-37.83342657","144.97217369","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_EN4","Domain Rd","-37.83276705","144.97312346","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI1","St Kilda Rd North","-37.83325151","144.97247391","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI2","St Kilda Rd South","-37.83336273","144.97265266","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI3","Albert Rd","-37.83369288","144.97246182","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI4","Domain Rd","-37.83269774","144.97276176","","2","vic:rail:AZC","1","Level 0",""
"vic:rail:AZC_LI5","Lift 5","-37.83332434","144.97304003","","3","vic:rail:AZC","","Level -1",""
"vic:rail:BAT","Batman Railway Station","-37.73352285","144.96284055","","1","","1","",""
"vic:rail:BAT_EN1","Gaffney St","-37.73366697","144.96283660","","2","vic:rail:BAT","1","Level 0",""
"vic:rail:BAT_PR1","Park & Ride","-37.73234364","144.96291826","","3","vic:rail:BAT","","Level 0",""
"vic:rail:BAY","Bayswater Railway Station","-37.84173004","145.26813639","","1","","1","",""
"vic:rail:BAY_BR1","Bike & Ride","-37.84166096","145.26772889","","3","vic:rail:BAY","","Level 0",""
"vic:rail:BAY_DP1","Decision point 1","-37.84118380","145.26714912","","3","vic:rail:BAY","","Level 1",""
"vic:rail:BAY_DP2","Decision point 2","-37.84125654","145.26719288","","3","vic:rail:BAY","","Level 1",""
"vic:rail:BAY_DP3","Decision point 3","-37.84141304","145.26741650","","3","vic:rail:BAY","","Level 1",""
"vic:rail:BAY_DP4","Decision point 4","-37.84119899","145.26756924","","3","vic:rail:BAY","","Level 1",""
"vic:rail:BAY_EN1","Bike Trail","-37.84101380","145.26723265","","2","vic:rail:BAY","1","Level 0",""
